2.49E-02,1.40E-01,7.90E-02,0.24392 
2.44E-02,1.40E-01,7.66E-02,0.24094 
2.40E-02,1.40E-01,7.44E-02,0.23807 
2.36E-02,1.40E-01,7.22E-02,0.23529 
2.32E-02,1.39E-01,7.01E-02,0.23251 
2.28E-02,1.39E-01,6.81E-02,0.22992 
2.24E-02,1.39E-01,6.62E-02,0.22740 
2.20E-02,1.39E-01,6.43E-02,0.22487 
2.17E-02,1.38E-01,6.25E-02,0.22252 
2.13E-02,1.38E-01,6.08E-02,0.22024 
2.10E-02,1.38E-01,5.92E-02,0.21803 
2.06E-02,1.38E-01,5.76E-02,0.21580 
2.03E-02,1.37E-01,5.60E-02,0.21372 
2.00E-02,1.37E-01,5.45E-02,0.21170 
1.97E-02,1.37E-01,5.31E-02,0.20965 
1.94E-02,1.37E-01,5.17E-02,0.20775 
1.91E-02,1.37E-01,5.04E-02,0.20591 
1.88E-02,1.36E-01,4.91E-02,0.20402 
1.85E-02,1.36E-01,4.78E-02,0.20228 
1.82E-02,1.36E-01,4.66E-02,0.20059 
1.79E-02,1.36E-01,4.54E-02,0.19895 
1.77E-02,1.35E-01,4.43E-02,0.19725 
1.74E-02,1.35E-01,4.32E-02,0.19569 
1.71E-02,1.35E-01,4.21E-02,0.19417 
1.69E-02,1.35E-01,4.11E-02,0.19270 
1.67E-02,1.34E-01,4.01E-02,0.19117 
1.64E-02,1.34E-01,3.92E-02,0.18977 
1.62E-02,1.34E-01,3.82E-02,0.18840 
1.59E-02,1.34E-01,3.73E-02,0.18706 
1.57E-02,1.34E-01,3.65E-02,0.18567 
1.55E-02,1.33E-01,3.56E-02,0.18440 
1.53E-02,1.33E-01,3.48E-02,0.18316 
1.51E-02,1.33E-01,3.40E-02,0.18196 
1.49E-02,1.33E-01,3.32E-02,0.18077 
1.47E-02,1.32E-01,3.25E-02,0.17953 
1.45E-02,1.32E-01,3.17E-02,0.17840 
1.43E-02,1.32E-01,3.10E-02,0.17730 
1.41E-02,1.32E-01,3.04E-02,0.17623 
1.39E-02,1.32E-01,2.97E-02,0.17517 
1.37E-02,1.31E-01,2.90E-02,0.17405 
1.35E-02,1.31E-01,2.84E-02,0.17304 
1.34E-02,1.31E-01,2.78E-02,0.17205 
1.32E-02,1.31E-01,2.72E-02,0.17109 
1.30E-02,1.31E-01,2.66E-02,0.17015 
1.29E-02,1.30E-01,2.61E-02,0.16923 
1.27E-02,1.30E-01,2.55E-02,0.16831 
1.25E-02,1.30E-01,2.50E-02,0.16732 
1.24E-02,1.30E-01,2.45E-02,0.16646 
1.22E-02,1.29E-01,2.40E-02,0.16560 
1.21E-02,1.29E-01,2.35E-02,0.16476 
1.19E-02,1.29E-01,2.30E-02,0.16394 
1.18E-02,1.29E-01,2.26E-02,0.16314 
1.16E-02,1.29E-01,2.21E-02,0.16234 
1.15E-02,1.28E-01,2.17E-02,0.16156 
1.14E-02,1.28E-01,2.13E-02,0.16080 
1.12E-02,1.28E-01,2.08E-02,0.16005 
1.11E-02,1.28E-01,2.04E-02,0.15932 
1.10E-02,1.28E-01,2.00E-02,0.15849 
1.08E-02,1.27E-01,1.97E-02,0.15778 
1.07E-02,1.27E-01,1.93E-02,0.15708 
1.06E-02,1.27E-01,1.89E-02,0.15639 
1.05E-02,1.27E-01,1.86E-02,0.15572 
1.03E-02,1.27E-01,1.82E-02,0.15505 
1.02E-02,1.26E-01,1.79E-02,0.15439 
1.01E-02,1.26E-01,1.76E-02,0.15375 
9.98E-03,1.26E-01,1.72E-02,0.15311 
9.87E-03,1.26E-01,1.69E-02,0.15249 
9.76E-03,1.26E-01,1.66E-02,0.15187 
9.65E-03,1.25E-01,1.63E-02,0.15126 
9.55E-03,1.25E-01,1.60E-02,0.15067 
9.44E-03,1.25E-01,1.57E-02,0.15018 
9.34E-03,1.25E-01,1.55E-02,0.14960 
9.24E-03,1.25E-01,1.52E-02,0.14903 
9.14E-03,1.24E-01,1.49E-02,0.14846 
9.04E-03,1.24E-01,1.47E-02,0.14790 
8.94E-03,1.24E-01,1.44E-02,0.14735 
8.85E-03,1.24E-01,1.42E-02,0.14681 
8.76E-03,1.24E-01,1.39E-02,0.14628 
8.66E-03,1.23E-01,1.37E-02,0.14575 
8.57E-03,1.23E-01,1.35E-02,0.14522 
8.48E-03,1.23E-01,1.32E-02,0.14471 
8.40E-03,1.23E-01,1.30E-02,0.14431 
8.31E-03,1.23E-01,1.28E-02,0.14380 
8.22E-03,1.23E-01,1.26E-02,0.14330 
8.14E-03,1.22E-01,1.24E-02,0.14282 
8.06E-03,1.22E-01,1.22E-02,0.14233 
7.98E-03,1.22E-01,1.20E-02,0.14186 
7.90E-03,1.22E-01,1.18E-02,0.14138 
7.82E-03,1.22E-01,1.16E-02,0.14102 
7.74E-03,1.21E-01,1.14E-02,0.14055 
7.66E-03,1.21E-01,1.12E-02,0.14009 
7.59E-03,1.21E-01,1.11E-02,0.13964 
7.51E-03,1.21E-01,1.09E-02,0.13919 
7.44E-03,1.21E-01,1.07E-02,0.13885 
7.37E-03,1.21E-01,1.05E-02,0.13841 
7.30E-03,1.20E-01,1.04E-02,0.13798 
7.23E-03,1.20E-01,1.02E-02,0.13755 
